1.410894095595126574e+00,3.496014995313966978e+01,-2.477872014794504807e+01
1.902438678073203215e+00,4.383571758191062173e+01,-2.304185574396941760e+01
7.802904699435233571e-01,2.162590597407913862e+01,-2.771519941239882101e+01
7.868774703557320782e-01,1.968379446640317809e+01,-2.501506931886677876e+01
2.151182550358429424e+00,4.363193652199093009e+01,-2.028276796626162337e+01
1.212384512306933448e+00,2.356865787432121451e+01,-1.943991995532391925e+01
1.010277761731890767e+00,1.977412030268965637e+01,-1.957295414361238528e+01
2.094189388098405935e+00,3.889335529543699721e+01,-1.857203341611499070e+01
2.034635121266133329e+00,3.670885323826498592e+01,-1.804198347634018518e+01
2.020739716557204080e+00,3.656965088143794418e+01,-1.809716045159085240e+01
1.420055221531238088e+00,2.567065775552864082e+01,-1.807722500245314734e+01
2.066817502258531558e+00,3.510262949608647887e+01,-1.698390373495859862e+01
1.784356022840567491e+00,2.757636182362004718e+01,-1.545451774793263944e+01
1.812988130389719510e+00,2.693548954809439522e+01,-1.485695857385693408e+01
1.882883150631169400e+00,2.787838399079442198e+01,-1.480622097098759937e+01
1.718644314414292440e+00,2.404992880675973055e+01,-1.399354631150416672e+01
1.654179118866286435e+00,2.174838523088788733e+01,-1.314753945497355225e+01
1.436363636363634955e+00,1.881818181818181657e+01,-1.310126582278482132e+01
1.956190476190475147e+00,2.393203463203463599e+01,-1.223400017703816012e+01
2.014492701113404394e+00,2.256965735631396086e+01,-1.120364315236276376e+01
2.418311696669380062e+00,2.634998157129571084e+01,-1.089602370430008094e+01
1.506488261864334710e+00,1.541784616191481838e+01,-1.023429558145688212e+01
1.537251520589124176e+00,1.391445084011091105e+01,-9.051512165542336064e+00
2.429593810444872215e+00,2.146421663442940542e+01,-8.834487700023892387e+00
1.440987416295123724e+00,1.227553321512798767e+01,-8.518834429997463431e+00
1.917921476845399376e+00,1.555991795303337710e+01,-8.112906675734377515e+00
1.599668049792528857e+00,1.085680875141454393e+01,-6.786913542983266545e+00
1.491799205449901855e+00,9.120561372851495818e+00,-6.113799591481138052e+00
2.411304757418749833e+00,1.237588318417335209e+01,-5.132442569151429268e+00
3.266684372510124224e+00,1.536358949522725936e+01,-4.703114149782967601e+00
1.385216608818613970e+00,6.311234208650324362e+00,-4.556135241572708772e+00
2.040668844897173706e+00,6.515087449548324194e+00,-3.192623568414702628e+00
3.740660775490223688e+00,3.009862668749536674e+00,-8.046339535706993340e-01
2.163642169432481666e+00,1.477265470027570471e+00,-6.827679229486702805e-01
3.424402171255307881e+00,6.274145434984609304e-01,-1.832187085865749909e-01
4.051822126698676918e+00,-1.687565464611703758e+00,4.164954462072326669e-01
